Dimension;Transcription
Other;in other words it would seem to me that ideally you'dwant to draw this out of the box with all defaults and somedefault settings based on some package
Other;in other words,
Other;in the real world, you know, a can becurving and intersect 1 three times, and do an s and dead?end.
Other;is the traffic kind ofóyou know how some you havegreen one way but not on the other.
Other;is there a sensor?'
Other;it almost seems like
Other;it also seems
Other;it didn't sound like you need control at the individual carlevel
Other;it does seemlike
Other;it might
Other;it might be
Other;it seems like here,
Other;ithink
Other;let's start coding
Other;like during commuting hours everyoneworks over there, but the shopping center is down there, so onweekends everyone is going that way.
Other;like it could be like
Other;maybe
Other;maybe even you could
Other;maybe just click here
Other;maybe the way to approach
Other;maybe theres also
Other;maybe this is just a learning tool
Other;next release we'll let them add theirown fancy street names
Other;o i would take the map drawingas one thing
Other;o professor e says,this is your exam this is your project, here is a traffic pattern,this is the grid, what is the optimal traffic light settings? figurethat out. and so how do you, you know, and again i think itwould be up to the customer, the professor, in this case, tospecify what optimal means, what is allowed wait?time, howmany traffic, you know people waiting on the lights, right, all ofthat.
Other;of course we're not going and talking to her, we're going to talkto the team of software developers
Other;okay so then we have a map
Other;okay, i say i want fifty cars on the grid, but i don't want themall going the same way.
Other;one thing that we're kind of missing there
Other;right now i would just leave it
Other;should not allow
Other;so
Other;so i think
Other;so i would start simple, jim.
Other;so if we did 2 minutes, that's 120 seconds. so the entireduration is 120 seconds
Other;so it could be
Other;so let's build
Other;so let's just say for
Other;so lets say somehow we figure it all out and we'reable to pump traffic through it
