Dimension;Transcription
Creative Conflict;okay, so that's another thing we want to be able to specify indrawing.
Creative Conflict;so i think it'sa little confusing.
Creative Conflict;so it would be 50 seconds
Creative Conflict;so it's almost lik
Creative Conflict;so it's like a drawing tool that can allow them to lay downthese intersections
Creative Conflict;so one thing is
Creative Conflict;so the
Creative Conflict;so the intersection
Creative Conflict;so the traffic pattern
Creative Conflict;so then it's divided pretty much between green and...
Creative Conflict;so then this would be intersection b2.
Creative Conflict;so there is a finite number
Creative Conflict;so this can get fairly complex very fast because you have allthese intersections
Creative Conflict;so we don't need to really place traffic lights,
Creative Conflict;so you couldn't
Creative Conflict;so you're going to have
Creative Conflict;there's kind of a drawing area here
Creative Conflict;well, so one little thing besides laying out the roads. weneed some kind of visualization of the map
Creative Conflict;so this is the left turnlane
Creative Conflict;. and so you find this flow which islike,
Creative Conflict;actually it doesn't require them to save it actually.so theoretically it's all good memory.
Creative Conflict;and so can you hit
Creative Conflict;and so instead of going from intersection
Creative Conflict;and so this guy has this loop, this do sim loop,and these are kind of the drivers of the system
Creative Conflict;and so we think about, termination of, do we get flow out of thissystem, do we think about
Creative Conflict;basically this needs tomodel a set of use cases.
Creative Conflict;so a lane has a signal, you know just kind of abstract.
Creative Conflict;so basically each entry into the intersection there's going to be nnumber of signals
Creative Conflict;so basically intersection is going to say to this road, you know r1,r2, r3, r4
Creative Conflict;so basically there would be a queue
Creative Conflict;so basically we need an option to say
Creative Conflict;so each road is going
Creative Conflict;so how are these signals
Creative Conflict;so howÇ-what is the behavior of the inputs andwould there be any requirements on that?
Creative Conflict;so i have a leftÇ-turn lane
Creative Conflict;so i mean at that
Creative Conflict;so i think
Creative Conflict;so i think one of the things we'recoming out is the roadÇ-i don't know if it has lanes so much as ithas, you know left, straight, right
Creative Conflict;so i think we
Creative Conflict;so i would
Creative Conflict;so if we
